nome,cpf,cargo,salario_base,ano_mes,salario_pago
Daniela Klein,52328552195,Desenvolvedor,5744.64,2021-10-01,5943.1
Daniela Klein,52328552195,Desenvolvedor,5744.64,2021-11-01,6013.07
Daniela Klein,52328552195,Desenvolvedor,5744.64,2021-12-01,5994.76
Daniela Klein,52328552195,Desenvolvedor,5744.64,2022-01-01,6024.97
Daniela Klein,52328552195,Desenvolvedor,5744.64,2022-02-01,6028.96
Daniela Klein,52328552195,Desenvolvedor,5744.64,2022-03-01,6031.61
Daniela Klein,52328552195,Desenvolvedor,5744.64,2022-04-01,6107.72
Daniela Klein,52328552195,Desenvolvedor,5744.64,2022-05-01,5984.17
Daniela Klein,52328552195,Desenvolvedor,5744.64,2022-06-01,5936.24
Daniela Klein,52328552195,Desenvolvedor,5744.64,2022-07-01,6054.18
Daniela Klein,52328552195,Desenvolvedor,5744.64,2022-08-01,6029.25
Daniela Klein,52328552195,Desenvolvedor,5744.64,2022-09-01,6122.39
Daniela Klein,52328552195,Desenvolvedor,5744.64,2022-10-01,5991.66
Daniela Klein,52328552195,Desenvolvedor,5744.64,2022-11-01,6075.33
Daniela Klein,52328552195,Desenvolvedor,5744.64,2022-12-01,6056.18
Daniela Klein,52328552195,Desenvolvedor,5744.64,2023-01-01,5973.09
Daniela Klein,52328552195,Desenvolvedor,5744.64,2023-02-01,6144.25
Daniela Klein,52328552195,Desenvolvedor,5744.64,2023-03-01,5929.06
Daniela Klein,52328552195,Desenvolvedor,5744.64,2023-04-01,5943.33
Daniela Klein,52328552195,Desenvolvedor,5744.64,2023-05-01,6041.57
Daniela Klein,52328552195,Desenvolvedor,5744.64,2023-06-01,5925.21
Daniela Klein,52328552195,Desenvolvedor,5744.64,2023-07-01,5927.16
Daniela Klein,52328552195,Desenvolvedor,5744.64,2023-08-01,5923.3
Daniela Klein,52328552195,Desenvolvedor,5744.64,2023-09-01,5974.18
Daniela Klein,52328552195,Desenvolvedor,5744.64,2023-10-01,6127.75
Daniela Klein,52328552195,Desenvolvedor,5744.64,2023-11-01,5987.97
Daniela Klein,52328552195,Desenvolvedor,5744.64,2023-12-01,6028.19
Daniela Klein,52328552195,Desenvolvedor,5744.64,2024-01-01,6100.82
Daniela Klein,52328552195,Desenvolvedor,5744.64,2024-02-01,5967.68
Daniela Klein,52328552195,Desenvolvedor,5744.64,2024-03-01,6049.3
Daniela Klein,52328552195,Desenvolvedor,5744.64,2024-04-01,5919.21
Daniela Klein,52328552195,Desenvolvedor,5744.64,2024-05-01,6033.34
Daniela Klein,52328552195,Desenvolvedor,5744.64,2024-06-01,5947.92
Daniela Klein,52328552195,Desenvolvedor,5744.64,2024-07-01,6132.84
Daniela Klein,52328552195,Desenvolvedor,5744.64,2024-08-01,5930.61
Daniela Klein,52328552195,Desenvolvedor,5744.64,2024-09-01,6127.87
Daniela Klein,52328552195,Desenvolvedor,5744.64,2024-10-01,5936.5
Daniela Klein,52328552195,Desenvolvedor,5744.64,2024-11-01,5951.28
Daniela Klein,52328552195,Desenvolvedor,5744.64,2024-12-01,6039.61
Daniela Klein,52328552195,Desenvolvedor,5744.64,2025-01-01,6044.3
Daniela Klein,52328552195,Desenvolvedor,5744.64,2025-02-01,5976.87
Daniela Klein,52328552195,Desenvolvedor,5744.64,2025-03-01,5968.99
Daniela Klein,52328552195,Desenvolvedor,5744.64,2025-04-01,5925.88
Daniela Klein,52328552195,Desenvolvedor,5744.64,2025-05-01,6116.12
Daniela Klein,52328552195,Desenvolvedor,5744.64,2025-06-01,5932.48
Daniela Klein,52328552195,Desenvolvedor,5744.64,2025-07-01,6103.6
Daniela Klein,52328552195,Desenvolvedor,5744.64,2025-08-01,6099.98
Daniela Klein,52328552195,Desenvolvedor,5744.64,2025-09-01,5994.31
Daniela Klein,52328552195,Desenvolvedor,5744.64,2025-10-01,6055.82
Daniela Klein,52328552195,Desenvolvedor,5744.64,2025-11-01,6110.13
Daniela Klein,52328552195,Desenvolvedor,5744.64,2025-12-01,6074.55
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2020-01-01,6703.16
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2020-02-01,6796.6
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2020-03-01,6764.59
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2020-04-01,6827.49
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2020-05-01,6725.56
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2020-06-01,6894.78
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2020-07-01,6821.9
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2020-08-01,6854.0
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2020-09-01,6821.84
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2020-10-01,6785.23
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2020-11-01,6732.45
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2020-12-01,6858.84
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2021-01-01,6698.65
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2021-02-01,6788.43
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2021-03-01,6907.94
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2021-04-01,6797.18
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2021-05-01,6895.95
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2021-06-01,6832.97
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2021-07-01,6735.43
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2021-08-01,6851.36
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2021-09-01,6716.32
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2021-10-01,6744.96
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2021-11-01,6660.89
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2021-12-01,6738.61
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2022-01-01,6786.4
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2022-02-01,6887.08
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2022-03-01,6910.19
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2022-04-01,6835.37
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2022-05-01,6898.73
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2022-06-01,6826.11
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2022-07-01,6665.17
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2022-08-01,6843.07
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2022-09-01,6894.74
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2022-10-01,6886.79
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2022-11-01,6771.68
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2022-12-01,6657.22
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2023-01-01,6800.97
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2023-02-01,6745.86
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2023-03-01,6894.99
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2023-04-01,6719.03
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2023-05-01,6848.24
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2023-06-01,6763.29
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2023-07-01,6883.57
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2023-08-01,6905.43
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2023-09-01,6667.02
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2023-10-01,6727.15
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2023-11-01,6798.33
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2023-12-01,6788.11
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2024-01-01,6884.34
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2024-02-01,6892.97
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2024-03-01,6702.66
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2024-04-01,6817.51
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2024-05-01,6762.24
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2024-06-01,6883.66
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2024-07-01,6903.76
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2024-08-01,6899.27
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2024-09-01,6824.77
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2024-10-01,6823.93
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2024-11-01,6773.52
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2024-12-01,6784.61
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2025-01-01,6730.96
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2025-02-01,6895.54
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2025-03-01,6795.68
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2025-04-01,6775.55
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2025-05-01,6674.06
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2025-06-01,6858.84
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2025-07-01,6838.68
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2025-08-01,6725.79
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2025-09-01,6766.5
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2025-10-01,6745.66
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2025-11-01,6700.9
Gabriel Hernandez,68423413469,Desenvolvedor,6459.56,2025-12-01,6891.72
Zuleica Klein,37356042988,Engenheiro,9705.22,2020-01-01,11054.89
Zuleica Klein,37356042988,Engenheiro,9705.22,2020-02-01,11062.92
Zuleica Klein,37356042988,Engenheiro,9705.22,2020-03-01,10021.8
Zuleica Klein,37356042988,Engenheiro,9705.22,2020-04-01,10629.33
Zuleica Klein,37356042988,Engenheiro,9705.22,2020-05-01,10060.9
Zuleica Klein,37356042988,Engenheiro,9705.22,2020-06-01,10971.12
Zuleica Klein,37356042988,Engenheiro,9705.22,2020-07-01,10495.72
Zuleica Klein,37356042988,Engenheiro,9705.22,2020-08-01,10923.64
Zuleica Klein,37356042988,Engenheiro,9705.22,2020-09-01,11079.08
Zuleica Klein,37356042988,Engenheiro,9705.22,2020-10-01,10336.44
Zuleica Klein,37356042988,Engenheiro,9705.22,2020-11-01,10955.36
Zuleica Klein,37356042988,Engenheiro,9705.22,2020-12-01,10338.9
Zuleica Klein,37356042988,Engenheiro,9705.22,2021-01-01,10147.56
Zuleica Klein,37356042988,Engenheiro,9705.22,2021-02-01,11049.64
Zuleica Klein,37356042988,Engenheiro,9705.22,2021-03-01,10640.26
Zuleica Klein,37356042988,Engenheiro,9705.22,2021-04-01,10323.97
Zuleica Klein,37356042988,Engenheiro,9705.22,2021-05-01,10231.15
Zuleica Klein,37356042988,Engenheiro,9705.22,2021-06-01,10777.73
Zuleica Klein,37356042988,Engenheiro,9705.22,2021-07-01,10317.02
Zuleica Klein,37356042988,Engenheiro,9705.22,2021-08-01,10405.91
Zuleica Klein,37356042988,Engenheiro,9705.22,2021-09-01,11084.47
Zuleica Klein,37356042988,Engenheiro,9705.22,2021-10-01,10842.66
Zuleica Klein,37356042988,Engenheiro,9705.22,2021-11-01,10966.55
Zuleica Klein,37356042988,Engenheiro,9705.22,2021-12-01,10716.82
Zuleica Klein,37356042988,Engenheiro,9705.22,2022-01-01,11013.78
Zuleica Klein,37356042988,Engenheiro,9705.22,2022-02-01,10685.37
Zuleica Klein,37356042988,Engenheiro,9705.22,2022-03-01,10821.72
Zuleica Klein,37356042988,Engenheiro,9705.22,2022-04-01,10598.76
Zuleica Klein,37356042988,Engenheiro,9705.22,2022-05-01,10520.99
Zuleica Klein,37356042988,Engenheiro,9705.22,2022-06-01,11080.59
Zuleica Klein,37356042988,Engenheiro,9705.22,2022-07-01,10039.06
Zuleica Klein,37356042988,Engenheiro,9705.22,2022-08-01,10604.57
Zuleica Klein,37356042988,Engenheiro,9705.22,2022-09-01,10023.25
Zuleica Klein,37356042988,Engenheiro,9705.22,2022-10-01,10820.86
Zuleica Klein,37356042988,Engenheiro,9705.22,2022-11-01,10121.23
Zuleica Klein,37356042988,Engenheiro,9705.22,2022-12-01,10301.1
Zuleica Klein,37356042988,Engenheiro,9705.22,2023-01-01,10482.8
Zuleica Klein,37356042988,Engenheiro,9705.22,2023-02-01,10061.45
Zuleica Klein,37356042988,Engenheiro,9705.22,2023-03-01,10843.76
Zuleica Klein,37356042988,Engenheiro,9705.22,2023-04-01,11070.66
Zuleica Klein,37356042988,Engenheiro,9705.22,2023-05-01,10062.02
Zuleica Klein,37356042988,Engenheiro,9705.22,2023-06-01,10010.42
Zuleica Klein,37356042988,Engenheiro,9705.22,2023-07-01,10582.6
Zuleica Klein,37356042988,Engenheiro,9705.22,2023-08-01,11047.25
Zuleica Klein,37356042988,Engenheiro,9705.22,2023-09-01,10358.58
Zuleica Klein,37356042988,Engenheiro,9705.22,2023-10-01,10227.9
Zuleica Klein,37356042988,Engenheiro,9705.22,2023-11-01,10476.88
Zuleica Klein,37356042988,Engenheiro,9705.22,2023-12-01,10262.51
Zuleica Klein,37356042988,Engenheiro,9705.22,2024-01-01,10382.88
Zuleica Klein,37356042988,Engenheiro,9705.22,2024-02-01,10941.67
Zuleica Klein,37356042988,Engenheiro,9705.22,2024-03-01,10357.98
Zuleica Klein,37356042988,Engenheiro,9705.22,2024-04-01,10367.8
Zuleica Klein,37356042988,Engenheiro,9705.22,2024-05-01,11114.53
Zuleica Klein,37356042988,Engenheiro,9705.22,2024-06-01,10954.25
Zuleica Klein,37356042988,Engenheiro,9705.22,2024-07-01,10130.14
Zuleica Klein,37356042988,Engenheiro,9705.22,2024-08-01,10222.85
Zuleica Klein,37356042988,Engenheiro,9705.22,2024-09-01,10488.42
Zuleica Klein,37356042988,Engenheiro,9705.22,2024-10-01,10282.2
Zuleica Klein,37356042988,Engenheiro,9705.22,2024-11-01,11030.1
Zuleica Klein,37356042988,Engenheiro,9705.22,2024-12-01,10864.12
Zuleica Klein,37356042988,Engenheiro,9705.22,2025-01-01,10463.7
Zuleica Klein,37356042988,Engenheiro,9705.22,2025-02-01,11036.6
Zuleica Klein,37356042988,Engenheiro,9705.22,2025-03-01,10301.41
Zuleica Klein,37356042988,Engenheiro,9705.22,2025-04-01,10586.15
Zuleica Klein,37356042988,Engenheiro,9705.22,2025-05-01,11000.78
Zuleica Klein,37356042988,Engenheiro,9705.22,2025-06-01,10221.33
Zuleica Klein,37356042988,Engenheiro,9705.22,2025-07-01,10212.14
Zuleica Klein,37356042988,Engenheiro,9705.22,2025-08-01,10778.33
Zuleica Klein,37356042988,Engenheiro,9705.22,2025-09-01,11106.42
Zuleica Klein,37356042988,Engenheiro,9705.22,2025-10-01,10256.36
Zuleica Klein,37356042988,Engenheiro,9705.22,2025-11-01,10375.71
Zuleica Klein,37356042988,Engenheiro,9705.22,2025-12-01,10492.84
Renata Yamada,72144836462,Analista,1639.6,2020-01-01,1793.98
Renata Yamada,72144836462,Analista,1639.6,2020-02-01,1792.94
Renata Yamada,72144836462,Analista,1639.6,2020-03-01,1788.47
Renata Yamada,72144836462,Analista,1639.6,2020-04-01,1801.77
Renata Yamada,72144836462,Analista,1639.6,2020-05-01,1781.51
Renata Yamada,72144836462,Analista,1639.6,2020-06-01,1792.35
Renata Yamada,72144836462,Analista,1639.6,2020-07-01,1800.8
Renata Yamada,72144836462,Analista,1639.6,2020-08-01,1777.28
Renata Yamada,72144836462,Analista,1639.6,2020-09-01,1742.37
Renata Yamada,72144836462,Analista,1639.6,2020-10-01,1724.92
Renata Yamada,72144836462,Analista,1639.6,2020-11-01,1750.63
Renata Yamada,72144836462,Analista,1639.6,2020-12-01,1737.66
Renata Yamada,72144836462,Analista,1639.6,2021-01-01,1762.27
Renata Yamada,72144836462,Analista,1639.6,2021-02-01,1729.17
Renata Yamada,72144836462,Analista,1639.6,2021-03-01,1780.85
Renata Yamada,72144836462,Analista,1639.6,2021-04-01,1753.5
Renata Yamada,72144836462,Analista,1639.6,2021-05-01,1780.21
Renata Yamada,72144836462,Analista,1639.6,2021-06-01,1741.19
Renata Yamada,72144836462,Analista,1639.6,2021-07-01,1769.8
Renata Yamada,72144836462,Analista,1639.6,2021-08-01,1728.51
Renata Yamada,72144836462,Analista,1639.6,2021-09-01,1762.41
Renata Yamada,72144836462,Analista,1639.6,2021-10-01,1733.03
Renata Yamada,72144836462,Analista,1639.6,2021-11-01,1793.78
Renata Yamada,72144836462,Analista,1639.6,2021-12-01,1721.6
Renata Yamada,72144836462,Analista,1639.6,2022-01-01,1726.63
Renata Yamada,72144836462,Analista,1639.6,2022-02-01,1740.03
Renata Yamada,72144836462,Analista,1639.6,2022-03-01,1730.66
Renata Yamada,72144836462,Analista,1639.6,2022-04-01,1796.74
Renata Yamada,72144836462,Analista,1639.6,2022-05-01,1758.3
Renata Yamada,72144836462,Analista,1639.6,2022-06-01,1759.58
Renata Yamada,72144836462,Analista,1639.6,2022-07-01,1800.83
Renata Yamada,72144836462,Analista,1639.6,2022-08-01,1763.47
Renata Yamada,72144836462,Analista,1639.6,2022-09-01,1781.5
Renata Yamada,72144836462,Analista,1639.6,2022-10-01,1752.91
Renata Yamada,72144836462,Analista,1639.6,2022-11-01,1723.83
Renata Yamada,72144836462,Analista,1639.6,2022-12-01,1755.51
Renata Yamada,72144836462,Analista,1639.6,2023-01-01,1726.52
Renata Yamada,72144836462,Analista,1639.6,2023-02-01,1753.3
Renata Yamada,72144836462,Analista,1639.6,2023-03-01,1742.61
Renata Yamada,72144836462,Analista,1639.6,2023-04-01,1779.54
Renata Yamada,72144836462,Analista,1639.6,2023-05-01,1764.51
Renata Yamada,72144836462,Analista,1639.6,2023-06-01,1773.26
Renata Yamada,72144836462,Analista,1639.6,2023-07-01,1774.38
Renata Yamada,72144836462,Analista,1639.6,2023-08-01,1726.23
Renata Yamada,72144836462,Analista,1639.6,2023-09-01,1775.24
Renata Yamada,72144836462,Analista,1639.6,2023-10-01,1745.23
Renata Yamada,72144836462,Analista,1639.6,2023-11-01,1750.03
Renata Yamada,72144836462,Analista,1639.6,2023-12-01,1732.09
Renata Yamada,72144836462,Analista,1639.6,2024-01-01,1780.26
Renata Yamada,72144836462,Analista,1639.6,2024-02-01,1721.6
Renata Yamada,72144836462,Analista,1639.6,2024-03-01,1759.19
Renata Yamada,72144836462,Analista,1639.6,2024-04-01,1764.15
Renata Yamada,72144836462,Analista,1639.6,2024-05-01,1782.88
Renata Yamada,72144836462,Analista,1639.6,2024-06-01,1792.05
Renata Yamada,72144836462,Analista,1639.6,2024-07-01,1781.34
Renata Yamada,72144836462,Analista,1639.6,2024-08-01,1760.64
Renata Yamada,72144836462,Analista,1639.6,2024-09-01,1757.66
Renata Yamada,72144836462,Analista,1639.6,2024-10-01,1744.0
Renata Yamada,72144836462,Analista,1639.6,2024-11-01,1757.76
Renata Yamada,72144836462,Analista,1639.6,2024-12-01,1746.89
Renata Yamada,72144836462,Analista,1639.6,2025-01-01,1755.36
Renata Yamada,72144836462,Analista,1639.6,2025-02-01,1802.93
Renata Yamada,72144836462,Analista,1639.6,2025-03-01,1791.0
Renata Yamada,72144836462,Analista,1639.6,2025-04-01,1757.9
Renata Yamada,72144836462,Analista,1639.6,2025-05-01,1741.23
Renata Yamada,72144836462,Analista,1639.6,2025-06-01,1751.54
Renata Yamada,72144836462,Analista,1639.6,2025-07-01,1763.21
Renata Yamada,72144836462,Analista,1639.6,2025-08-01,1789.33
Renata Yamada,72144836462,Analista,1639.6,2025-09-01,1791.58
Renata Yamada,72144836462,Analista,1639.6,2025-10-01,1786.31
Renata Yamada,72144836462,Analista,1639.6,2025-11-01,1781.5
Renata Yamada,72144836462,Analista,1639.6,2025-12-01,1748.63
Ulisses Gomes,97160445508,Diretor,6445.83,2020-01-01,7060.92
Ulisses Gomes,97160445508,Diretor,6445.83,2020-02-01,7072.26
Ulisses Gomes,97160445508,Diretor,6445.83,2020-03-01,6798.75
Ulisses Gomes,97160445508,Diretor,6445.83,2020-04-01,6896.02
Ulisses Gomes,97160445508,Diretor,6445.83,2020-05-01,6966.72
Ulisses Gomes,97160445508,Diretor,6445.83,2020-06-01,6869.65
Ulisses Gomes,97160445508,Diretor,6445.83,2020-07-01,6985.05
Ulisses Gomes,97160445508,Diretor,6445.83,2020-08-01,6798.8
Ulisses Gomes,97160445508,Diretor,6445.83,2020-09-01,6955.6
Ulisses Gomes,97160445508,Diretor,6445.83,2020-10-01,6920.11
Ulisses Gomes,97160445508,Diretor,6445.83,2020-11-01,6983.04
Ulisses Gomes,97160445508,Diretor,6445.83,2020-12-01,6937.41
Ulisses Gomes,97160445508,Diretor,6445.83,2021-01-01,7044.98
Ulisses Gomes,97160445508,Diretor,6445.83,2021-02-01,6839.22
Ulisses Gomes,97160445508,Diretor,6445.83,2021-03-01,7050.44
Ulisses Gomes,97160445508,Diretor,6445.83,2021-04-01,6954.37
Ulisses Gomes,97160445508,Diretor,6445.83,2021-05-01,6897.28
Ulisses Gomes,97160445508,Diretor,6445.83,2021-06-01,6784.6
Ulisses Gomes,97160445508,Diretor,6445.83,2021-07-01,6995.61
Ulisses Gomes,97160445508,Diretor,6445.83,2021-08-01,6866.99
Ulisses Gomes,97160445508,Diretor,6445.83,2021-09-01,6890.26
Ulisses Gomes,97160445508,Diretor,6445.83,2021-10-01,6992.97
Ulisses Gomes,97160445508,Diretor,6445.83,2021-11-01,6942.33
Ulisses Gomes,97160445508,Diretor,6445.83,2021-12-01,6963.57
Ulisses Gomes,97160445508,Diretor,6445.83,2022-01-01,6951.37
Ulisses Gomes,97160445508,Diretor,6445.83,2022-02-01,7044.75
Ulisses Gomes,97160445508,Diretor,6445.83,2022-03-01,6783.54
Ulisses Gomes,97160445508,Diretor,6445.83,2022-04-01,6977.05
Ulisses Gomes,97160445508,Diretor,6445.83,2022-05-01,6939.89
Ulisses Gomes,97160445508,Diretor,6445.83,2022-06-01,6968.71
Ulisses Gomes,97160445508,Diretor,6445.83,2022-07-01,6998.3
Ulisses Gomes,97160445508,Diretor,6445.83,2022-08-01,7011.73
Ulisses Gomes,97160445508,Diretor,6445.83,2022-09-01,7007.15
Ulisses Gomes,97160445508,Diretor,6445.83,2022-10-01,6944.75
Ulisses Gomes,97160445508,Diretor,6445.83,2022-11-01,7017.95
Ulisses Gomes,97160445508,Diretor,6445.83,2022-12-01,6780.89
Ulisses Gomes,97160445508,Diretor,6445.83,2023-01-01,6794.28
Ulisses Gomes,97160445508,Diretor,6445.83,2023-02-01,6899.86
Ulisses Gomes,97160445508,Diretor,6445.83,2023-03-01,6901.85
Ulisses Gomes,97160445508,Diretor,6445.83,2023-04-01,6898.12
Ulisses Gomes,97160445508,Diretor,6445.83,2023-05-01,6806.84
Ulisses Gomes,97160445508,Diretor,6445.83,2023-06-01,7068.8
Ulisses Gomes,97160445508,Diretor,6445.83,2023-07-01,6845.94
Ulisses Gomes,97160445508,Diretor,6445.83,2023-08-01,6838.9
Ulisses Gomes,97160445508,Diretor,6445.83,2023-09-01,6890.3
Ulisses Gomes,97160445508,Diretor,6445.83,2023-10-01,7039.57
Ulisses Gomes,97160445508,Diretor,6445.83,2023-11-01,6981.74
Ulisses Gomes,97160445508,Diretor,6445.83,2023-12-01,6826.84
Ulisses Gomes,97160445508,Diretor,6445.83,2024-01-01,7080.94
Ulisses Gomes,97160445508,Diretor,6445.83,2024-02-01,6779.48
Ulisses Gomes,97160445508,Diretor,6445.83,2024-03-01,7023.39
Ulisses Gomes,97160445508,Diretor,6445.83,2024-04-01,7049.24
Ulisses Gomes,97160445508,Diretor,6445.83,2024-05-01,7019.77
Ulisses Gomes,97160445508,Diretor,6445.83,2024-06-01,6916.08
Ulisses Gomes,97160445508,Diretor,6445.83,2024-07-01,6987.91
Ulisses Gomes,97160445508,Diretor,6445.83,2024-08-01,6863.47
Ulisses Gomes,97160445508,Diretor,6445.83,2024-09-01,6819.06
Ulisses Gomes,97160445508,Diretor,6445.83,2024-10-01,6924.0
Ulisses Gomes,97160445508,Diretor,6445.83,2024-11-01,7019.13
Ulisses Gomes,97160445508,Diretor,6445.83,2024-12-01,6971.08
Ulisses Gomes,97160445508,Diretor,6445.83,2025-01-01,6972.74
Ulisses Gomes,97160445508,Diretor,6445.83,2025-02-01,6912.83
Ulisses Gomes,97160445508,Diretor,6445.83,2025-03-01,6958.36
Ulisses Gomes,97160445508,Diretor,6445.83,2025-04-01,6950.36
Ulisses Gomes,97160445508,Diretor,6445.83,2025-05-01,6955.56
Ulisses Gomes,97160445508,Diretor,6445.83,2025-06-01,6946.73
Ulisses Gomes,97160445508,Diretor,6445.83,2025-07-01,6957.45
Ulisses Gomes,97160445508,Diretor,6445.83,2025-08-01,6849.8
Ulisses Gomes,97160445508,Diretor,6445.83,2025-09-01,6980.32
Ulisses Gomes,97160445508,Diretor,6445.83,2025-10-01,6777.92
Ulisses Gomes,97160445508,Diretor,6445.83,2025-11-01,6784.25
Ulisses Gomes,97160445508,Diretor,6445.83,2025-12-01,7065.22
Otávio Souza,94608116071,Analista,2862.07,2020-01-01,3041.63
Otávio Souza,94608116071,Analista,2862.07,2020-02-01,3018.87
Otávio Souza,94608116071,Analista,2862.07,2020-03-01,3116.88
Otávio Souza,94608116071,Analista,2862.07,2020-04-01,3051.96
Otávio Souza,94608116071,Analista,2862.07,2020-05-01,3010.65
Otávio Souza,94608116071,Analista,2862.07,2020-06-01,3048.16
Otávio Souza,94608116071,Analista,2862.07,2020-07-01,3050.63
Otávio Souza,94608116071,Analista,2862.07,2020-08-01,3127.18
Otávio Souza,94608116071,Analista,2862.07,2020-09-01,3119.4
Otávio Souza,94608116071,Analista,2862.07,2020-10-01,3039.59
Otávio Souza,94608116071,Analista,2862.07,2020-11-01,3083.0
Otávio Souza,94608116071,Analista,2862.07,2020-12-01,3075.31
Otávio Souza,94608116071,Analista,2862.07,2021-01-01,3132.55
Otávio Souza,94608116071,Analista,2862.07,2021-02-01,3102.76
Otávio Souza,94608116071,Analista,2862.07,2021-03-01,3129.66
Otávio Souza,94608116071,Analista,2862.07,2021-04-01,3060.91
Otávio Souza,94608116071,Analista,2862.07,2021-05-01,3146.94
Otávio Souza,94608116071,Analista,2862.07,2021-06-01,3079.48
Otávio Souza,94608116071,Analista,2862.07,2021-07-01,3082.7
Otávio Souza,94608116071,Analista,2862.07,2021-08-01,3011.69
Otávio Souza,94608116071,Analista,2862.07,2021-09-01,3024.18
Otávio Souza,94608116071,Analista,2862.07,2021-10-01,3142.45
Otávio Souza,94608116071,Analista,2862.07,2021-11-01,3121.29
Otávio Souza,94608116071,Analista,2862.07,2021-12-01,3136.48
Otávio Souza,94608116071,Analista,2862.07,2022-01-01,3128.93
Otávio Souza,94608116071,Analista,2862.07,2022-02-01,3043.61
Otávio Souza,94608116071,Analista,2862.07,2022-03-01,3094.33
Otávio Souza,94608116071,Analista,2862.07,2022-04-01,3054.47
Otávio Souza,94608116071,Analista,2862.07,2022-05-01,3128.79
Otávio Souza,94608116071,Analista,2862.07,2022-06-01,3109.18
Otávio Souza,94608116071,Analista,2862.07,2022-07-01,3137.99
Otávio Souza,94608116071,Analista,2862.07,2022-08-01,3009.74
